[Tue Nov  4 22:33:19 CET 2025] Running METHOD=cripser, DATASET=imagenet, DIM=1
Saving to results/cripser/imagenet/dim1.csv
Running cripser on datasets/imagenet_npy (maxdim=1)...
  Running img_1302.npy ... done (0.82s, 29.05MB)
  Running img_1303.npy ... done (0.94s, 30.12MB)
  Running img_1304.npy ... done (0.91s, 28.26MB)
  Running img_1305.npy ... done (1.01s, 28.65MB)
  Running img_1306.npy ... done (0.91s, 28.49MB)
  Running img_1307.npy ... done (0.88s, 29.73MB)
  Running img_1308.npy ... done (1.00s, 27.94MB)
  Running img_1309.npy ... done (1.07s, 27.83MB)
  Running img_131.npy ... done (0.91s, 29.29MB)
  Running img_1310.npy ... done (0.89s, 29.51MB)
  Running img_1311.npy ... done (0.80s, 28.58MB)
  Running img_1312.npy ... done (1.06s, 30.06MB)
  Running img_1313.npy ... done (0.82s, 28.01MB)
  Running img_1314.npy ... done (0.95s, 31.67MB)
  Running img_1315.npy ... done (0.86s, 28.82MB)
  Running img_1316.npy ... done (1.11s, 27.27MB)
  Running img_1317.npy ... done (1.03s, 30.15MB)
  Running img_1318.npy ... done (0.85s, 29.25MB)
  Running img_1319.npy ... done (0.89s, 26.70MB)
  Running img_132.npy ... done (1.05s, 28.28MB)
  Running img_1320.npy ... done (0.88s, 29.37MB)
  Running img_1321.npy ... done (1.02s, 29.39MB)
  Running img_1322.npy ... done (0.70s, 28.29MB)
  Running img_1323.npy ... done (0.93s, 27.70MB)
  Running img_1324.npy ... done (0.90s, 27.54MB)
  Running img_1325.npy ... done (1.11s, 28.81MB)
  Running img_1326.npy ... done (1.03s, 29.53MB)
  Running img_1327.npy ... done (0.89s, 28.84MB)
  Running img_1328.npy ... done (0.92s, 28.71MB)
  Running img_1329.npy ... done (1.10s, 30.77MB)
  Running img_133.npy ... done (0.93s, 29.17MB)
  Running img_1330.npy ... done (0.68s, 29.99MB)
  Running img_1331.npy ... done (0.93s, 29.88MB)
  Running img_1332.npy ... done (0.89s, 29.80MB)
  Running img_1333.npy ... done (0.97s, 30.61MB)
  Running img_1334.npy ... done (0.99s, 27.70MB)
  Running img_1335.npy ... done (0.80s, 29.61MB)
  Running img_1336.npy ... done (1.14s, 28.86MB)
  Running img_1337.npy ... done (1.00s, 29.45MB)
  Running img_1338.npy ... done (0.99s, 28.88MB)
  Running img_1339.npy ... done (0.86s, 29.43MB)
  Running img_134.npy ... done (0.85s, 28.58MB)
  Running img_1340.npy ... done (0.91s, 27.02MB)
  Running img_1341.npy ... done (0.89s, 29.36MB)
  Running img_1342.npy ... done (1.07s, 27.25MB)
  Running img_1343.npy ... done (0.79s, 27.13MB)
  Running img_1344.npy ... done (0.83s, 29.66MB)
  Running img_1345.npy ... done (1.00s, 27.63MB)
  Running img_1346.npy ... done (0.83s, 29.78MB)
  Running img_1347.npy ... done (0.97s, 28.76MB)
  Running img_1348.npy ... done (0.78s, 26.12MB)
  Running img_1349.npy ... done (0.93s, 29.68MB)
  Running img_135.npy ... done (0.90s, 29.94MB)
  Running img_1350.npy ... done (0.91s, 29.69MB)
  Running img_1351.npy ... done (0.85s, 28.08MB)
  Running img_1352.npy ... done (0.87s, 28.43MB)
  Running img_1353.npy ... done (1.14s, 29.02MB)
  Running img_1354.npy ... done (0.98s, 29.42MB)
  Running img_1355.npy ... done (0.88s, 29.80MB)
  Running img_1356.npy ... done (0.85s, 29.92MB)
  Running img_1357.npy ... done (0.86s, 27.70MB)
  Running img_1358.npy ... done (1.10s, 29.56MB)
  Running img_1359.npy ... done (0.84s, 29.23MB)
  Running img_136.npy ... done (0.82s, 27.30MB)
  Running img_1360.npy ... done (1.01s, 26.55MB)
  Running img_1361.npy ... done (0.84s, 28.38MB)
  Running img_1362.npy ... done (0.94s, 31.69MB)
  Running img_1363.npy ... done (1.00s, 28.40MB)
  Running img_1364.npy ... done (0.80s, 27.98MB)
  Running img_1365.npy ... done (0.84s, 29.57MB)
  Running img_1366.npy ... done (0.88s, 28.91MB)
  Running img_1367.npy ... done (1.15s, 29.56MB)
  Running img_1368.npy ... done (1.10s, 26.99MB)
  Running img_1369.npy ... done (0.71s, 30.00MB)
  Running img_137.npy ... done (0.88s, 29.22MB)
  Running img_1370.npy ... done (0.90s, 29.62MB)
  Running img_1371.npy ... done (1.02s, 28.94MB)
  Running img_1372.npy ... done (0.91s, 28.39MB)
  Running img_1373.npy ... done (0.75s, 29.33MB)
  Running img_1374.npy ... done (0.88s, 27.23MB)
  Running img_1375.npy ... done (1.05s, 29.08MB)
  Running img_1376.npy ... done (1.06s, 27.46MB)
  Running img_1377.npy ... done (1.05s, 29.34MB)
  Running img_1378.npy ... done (0.78s, 30.19MB)
  Running img_1379.npy ... done (1.00s, 26.69MB)
  Running img_138.npy ... done (1.07s, 28.74MB)
  Running img_1380.npy ... done (1.08s, 29.14MB)
  Running img_1381.npy ... done (0.79s, 26.99MB)
  Running img_1382.npy ... done (0.93s, 30.84MB)
  Running img_1383.npy ... done (0.83s, 30.39MB)
  Running img_1384.npy ... done (0.95s, 27.49MB)
  Running img_1385.npy ... done (0.97s, 29.07MB)
  Running img_1386.npy ... done (0.80s, 29.25MB)
  Running img_1387.npy ... done (0.92s, 28.62MB)
  Running img_1388.npy ... done (0.81s, 28.09MB)
  Running img_1389.npy ... done (0.95s, 28.61MB)
  Running img_139.npy ... done (0.91s, 28.87MB)
  Running img_1390.npy ... done (0.86s, 28.95MB)
  Running img_1391.npy ... done (0.97s, 26.82MB)
  Running img_1392.npy ... done (0.82s, 29.50MB)
  Running img_1393.npy ... done (0.94s, 28.82MB)
  Running img_1394.npy ... done (0.99s, 29.39MB)
  Running img_1395.npy ... done (0.93s, 28.64MB)
  Running img_1396.npy ... done (0.95s, 28.72MB)
  Running img_1397.npy ... done (0.91s, 26.41MB)
  Running img_1398.npy ... done (1.17s, 29.27MB)
  Running img_1399.npy ... done (0.86s, 28.66MB)
  Running img_14.npy ... done (0.95s, 28.96MB)
  Running img_140.npy ... done (1.00s, 29.60MB)
